Floating wood at Chazey for flood on 20071122
Date Time Length(m) Diameter(m) Position(m) Angle(rad) Velocity(m/s) Rotation(rad/s) Roots(1/0) Branches(1/0) Grouped(1/0) PartSubmerged(1/0)
23-Nov-2007  10:09:41 0.98  0.05  73.95  2.60  7.67 -5.01  0  0  0  0 
23-Nov-2007  10:09:42 0.97  0.14  66.08  0.76  7.42  1.65  0  0  0  0 
23-Nov-2007  10:09:42 1.32  0.08  70.37  1.39  8.97 -4.92  0  0  0  0 
23-Nov-2007  10:09:50 0.64  0.09  75.50  1.33  5.29 -3.36  0  0  0  0 
23-Nov-2007  10:09:52 0.64  0.13  68.57  2.45  8.51 -3.95  0  0  0  0 
23-Nov-2007  10:09:58 0.93  0.09  68.82  2.01  6.68 -2.85  0  0  0  0 
23-Nov-2007  10:10:03 2.15  0.08  70.96  0.61  7.83  2.31  0  0  0  0 
23-Nov-2007  10:10:03 0.74  0.14  73.43  2.16  7.18 -3.99  0  1  1  0 
23-Nov-2007  10:10:05 1.07  0.08  70.08  0.79  6.70  1.63  0  0  0  0 
23-Nov-2007  10:10:09 0.92  0.09  73.82  2.19  13.88 -10.19  0  0  0  0 
23-Nov-2007  10:10:09 1.00  0.07  71.66  1.03  8.59 -5.01  0  0  0  0 
23-Nov-2007  10:10:10 0.78  0.05  73.11  1.48  5.86 -2.79  0  0  0  0 
23-Nov-2007  10:10:20 1.06  0.08  69.80  1.32  6.46 -2.85  0  0  0  0 
23-Nov-2007  10:10:21 1.19  0.11  71.50  0.49  10.68  4.00  0  0  0  0 
23-Nov-2007  10:10:25 2.13  0.18  68.86  1.77  8.70 -4.82  0  0  0  1 
23-Nov-2007  10:10:39 1.12  0.22  64.88  1.34  6.66 -2.49  0  0  0  0 
23-Nov-2007  10:10:41 0.69  0.15  69.97  1.97  5.68 -2.01  0  0  0  0 
23-Nov-2007  10:10:43 1.49  0.15  69.50  1.77  5.68 -2.20  0  1  0  0 
23-Nov-2007  10:10:46 1.57  0.08  71.63  0.75  7.90  2.30  0  1  1  0 
23-Nov-2007  10:10:47 1.66  0.15  71.98  0.74  7.38  2.32  0  1  1  0 
23-Nov-2007  10:10:48 0.62  0.07  71.96  0.72  8.60  2.91  0  0  0  0 
23-Nov-2007  10:10:48 0.67  0.07  72.19  0.79  8.12  2.86  0  0  0  0 
23-Nov-2007  10:10:48 2.61  0.07  72.75  0.73  7.82  2.92  0  1  0  0 
23-Nov-2007  10:10:52 0.53  0.09  69.13  1.56  6.34 -2.88  0  0  0  0 
23-Nov-2007  10:10:53 0.56  0.05  74.12  1.17  6.88 -4.06  0  0  0  0 
23-Nov-2007  10:11:00 0.44  0.12  71.87  1.37  6.55 -3.30  0  0  0  0 
23-Nov-2007  10:11:08 0.47  0.06  74.26  1.70  12.72 -9.92  0  0  0  0 
23-Nov-2007  10:11:11 0.53  0.05  74.47  0.96  9.32 -6.43  0  0  0  0 
23-Nov-2007  10:11:20 1.06  0.13  71.46  0.84  6.47 -2.79  0  0  0  0 
23-Nov-2007  10:11:23 1.91  0.12  72.16  0.98  6.88 -3.37  0  0  0  0 
23-Nov-2007  10:11:23 0.96  0.17  68.06  1.40  6.00 -2.21  0  0  0  0 
23-Nov-2007  10:11:26 1.18  0.08  70.62  0.35  11.18  3.88  0  0  0  0 
23-Nov-2007  10:11:28 1.69  0.18  69.14  0.37  6.34  1.43  0  0  0  0 
23-Nov-2007  10:11:29 0.57  0.03  71.48 -0.06  10.48  3.91  0  0  0  0 
23-Nov-2007  10:11:33 0.63  0.19  66.89  1.27  7.06 -2.81  0  0  0  0 
